item_id,major_brand
R-MICROWAVEE TRAY ASPARAGUS SEA,PLU_VEGETABLE
MPKI FSH ST 4.49,GORTONS
MOUNDS CNDY .00,HERSHEYS
EGGO WAFFLE STRAWBE,KELLOGGS
GREEN FLASH SEASON,PLU_FRUIT
12OZ BUD LT CAN,BUDWEISER
BOUNTY BIG WHT 6PK,BOUNTY
WTRNLM KHU IKS SDLS Q,PLU_FRUIT
FRIED CHCKN BPC HT,PLU_MEAT
GROC CRV NO TS,PLU_MEAT
TROJAN MAGNUM,TROJAN
EGGO HMSTYLE LF,KELLOGGS
WT/ WTCHR SMRT,WEIGHT_WATCHERS
MCARTHUR,MC_ARTHUR_DAIRY
KEMPS SQR ISM,KEMPS
GLACEAU FRUITWAT 16.9OZ,GLACEAU
DME FORZ OJ WITH P,PLU_MEAT
POP SCRT BTR POP,POP_SECRET
BULK CHSHEW PCS,PLU_NUT
COLG TTL ADV GUM,COLGATE
VF FRANGELICO,VILLAGE_FARMS
COCKTAIL TARTAR,PLU_MEAT
DP PHOTO REAL LEGG,WET_N_WILD
FRSK TUNA / EGG CT F,PURINA
STOU CKN VEG RIC,STOUFFERS
FANTA PNA[L,FANTA
TIO NACHO HERBAL SH 14Z,TIO_NACHO
HF SUMMER SAAUSAGE,HILLSHIRE_FARM
B CH HOT DOG BUNS NP,BEST_CHOICE
DIS MOD,LYSOL
TREMME HAIR SPRY,TRESEMME
WISK DITERGENT,WISK
STARBURST CANDIES,STARBURST
APPLE FUJI EURO L6,PLU_FRUIT
VPF HS MOM'S SNGLE,PLU_MEAT
STN CHK THGH - PC,PLU_MEAT
YOP LT LEMON CRM P IE,YOPLAIT
HUNTS DETCHUP,HUNTS
OM BASICSC HEEESE PIZZA,OSCAR_MAYER
LITTLE DEBBIE XMAS T,LITTLE_DEBBIE
IDAHOAN POT BATTERY,IDAHOAN
SEAFOOD FLAVOR,PURINA
DOLE SSRW CHR ALDF BLEPOC,DOLE
PAMANA PACIT BIHON,PAMANA
LC GRLC CHICKN 10Z,STOUFFERS
LITE DRESSING - HONEY MUSTARD VINAIGRETTE,MARKET_PANTRY
PCAR LP. BAS LARGE,PLU_MEAT
BUBERRY PATRIOT 1PKG,PLU_FRUIT
APPLEGATE GENDOA,APPLEGATE
EUCERIN REPLEN,EUCERIN
ID SPEARMINT,STRIDE
BLISTEX DEEP RENEWAL SPF 15 ANTI-AGING TREATMENT LIP BALM .13-OZ,LOREAL
1 HLMRK MTHR GAY CRD 8385,HALLMARK
THOMAS PLAIN BEGEL,THOMAS
NIV KISS,NIVEA
HERKS PARSLEY CURLY,PANTENE
ENT MRSHMLW IOD,ENTENMANNS
CHARMIN ULT SIFT,CHARMIN
SS GLV 10CT.NTTRLE,PLAYTEX
ORIG GRMT LOLLIPOP/EACH,ORIGINAL_GOURMET
GG VALLEY FRESH STMR BROC CUTS,GREEN_GIANT
FOLG FRNCH RST KCU MVP,FOLGERS
BB ENG TOFFEE BA,HERSHEYS
EE TALL KIT BG,GLAD
CHPN PPNI PZ,OSCAR_MAYER
"FLOAT 7/8"" OVAL SPRING 5 1/2""",DIAL
BLKBRN MUG,MUG
OM DELI SHV SMK TK MVP,OSCAR_MAYER
DOLE.SPINACH.8.OZ,DOLE
BB STRW SUND CRNC,KELLOGGS
SUNKIST FRIDGEMATE,SUNKIST
COTTONELLE ULTRA TOILET PAPER - 24 CT.,COTTONELLE
MIO STRAWB WTRMLN,MIO
BUSH CNTRY STYEL BAK,BUSHS_BEST
MANISCH. CKINEN BROCCOLI,MANISCHEWITZ
STFR PHLY STYL SUB,PLU_MEAT
ORIDA T TOTS,OREIDA
MP CHUNK,MARKET_PANTRY
SBE LEF WTR FJI AP,SOBE
WNDR CLASSIC WHITE PC,WONDER
BISCUITS PAND,PILLSBURY
HORMEL NC MESQ TRKY,HORMEL
COFFEMATE LIQUID,NESTLE
ZESTY ROTINI,KRAFT
GOODY HAIR E T,GOODY
SKNY CE DVN CRML,NESTLE
1 GIFT TAG STICKERS 120CT,HALLMARK
REDHOOK ESB SINGLE,REDHOOK
FISH ALMOND,PEPPERIDGE_FARM
O/R TIRKEY BREAST,BOARS_HEAD
NBC-ORED CHOC CO,KRAFT
CINNAROLL CLNN ROL,PILLSBURY
YOPLAIT VOGURI,YOPLAIT
HEB IT'S JUICE APPLE JUIC FM,PLU_FRUIT
HAWAIN ROLLS CPN,KINGS_HAWAIIAN
TAMPICO ISLAND GAL,TAMPICO
KELL LVE KRSPS,KELLOGGS
LAYES MAY/DED,HELLMANNS
KRISPIE ORPEA NUT BUTTER,KELLOGGS
BAING SODA,ARM_N_HAMMER
FLOWERS TRO,SUAVITEL
PROPEL CRNBRY LIME,PROPEL
SMALL HASS KAMUT,PLU_VEGETABLE
CASC FARM MULTIG,CASCADIAN_FARM_ORGANIC
4 CHS CHEF BLND DH,PURINA
ADVL COL&SIN CAP,ALEVE
POP EMS POWER,TOPPS
BOTTLE DEI OSIT,COCACOLA
TOT CHEESE PIZRL,TOTINOS
"WT PEPPERS, RED INSID",PLU_VEGETABLE
OREO - REGULAR,KRAFT
PC NEWMAN,NEWMANS_OWN
ARIZONA STRAWBERY,ARIZONA
STRBKS CUP RED,STARBUCKS
SPITZ SUNFLWR SEEDS,SPITZ
FREE VIVA PAPER TOWELS CPN,KLEENEX
",EMARDS GIFT CARD NO:",HALLMARK
AVE PHOENIX HOL G/S 2013,AXE
BREYERS ICE CRH,BREYERS
GM COCOA PUFS CRLPC,GENERAL_MILLS
THN CUT EYE OF RND,PLU_MEAT
ONION RED /YEL 5LB,PLU_VEGETABLE
HUNKY HR CHK CORN CHWDR,CAMPBELLS
SUAVE HBL MGOMDRV,SUAVE
WT WAT S/O SPCY SZ Q1,PLU_MEAT
CAPE CODE RE,CAPE_COD
ZPLC SNACK MEGA PA,HERSHEYS
KBLR S M CHOC CHIP,KEEBLER
THRESHOLD™ FLOOR LAMP WITH MICA SHADE (INCLUDES CFL BULBS),SMART_ONES
PUREX DOUBLE 24,PUREX
ENT PDR DONUT POPEMS,ENTENMANNS
RAGU SPAG SAUCE TRATION,RAGU
NABISCO GOLDEN OREO COOKI F,KRAFT
UTZ DELITES REGULAR,UTZ
EDY SLW CHLEN CARH,DREYERS
PICSWT ESAMAME,PICTSWEET
RYR VAN ICE CREMA,KLONDIKE
LETTUCE PEPP,PLU_VEGETABLE
GOGO SQUEZ APLESAPC,MATERNE
PUB 2X DEL HE MTN,PUBLIX
SEEDLESS WATERMELON-NINI,PLU_FRUIT
PANTENE ICE SHN CD-22.8,PANTENE
NAT'L ORG BROTH,SWANSON
PORK LOTIN,PLU_MEAT
UTT-PET COMB,TOTINOS
DL TORT HAR REG,OSCAR_MAYER
LEGO,LEGO
HEB ITALIAN STYLE SEASND F,PLU_MEAT
WD CREOLE L C RCE,KNORR
MC KR FRSHTK RSMRY&GA,KRAFT
CIG CPN MARL,MARLBORO
SFT VRTY DNT,ENTENMANNS
SMITHWICK'S IRISH ALE 6PK-BTL,SAMUEL_ADAMS
P ROY PIE CR,REVLON
PASTA NEAL,GERBER
O/FM SPIR MAC+CHSE,KRAFT
OFF MOSO PWRPO UMP,SOFTSOAP
G7 PISTACCHIO GELATO CUP,HAAGEN_DAZS
KOOL-AID JAMMERS 1 2 2 FOR 3.00 - YOU SAVED 0.50,KOOLAID
HAAGEN,HAAGEN_DAZS
NAB HNY MD GRAHAMS,KRAFT
PRSTG BRANDY FV,E_N_J_GALLO
RENZIT ADJ HAWI,RENUZIT
WILTON,WILTON
DME CHS PIZZA BLE,OSCAR_MAYER
1 SCUNCI HB AND EL VLP,PLU_MEAT
DOVE BAR SOAP 211,DOVE
LA BANO BURR GRANDE,LA_BANDERITA
BREAKFAST WAFFLES NULTIGRAIN,KELLOGGS
BE BROC FLORET STEAM,BIRDS_EYE
LAYS SCO,LAYS
SCARLET POWDER DYE 1,ARM_N_HAMMER
ANGEL FOOD,PLU_BAKERY
"GREAT VALUE: CHERRY LIMEADE DRINK MIX, 1.9 OZ",MARKET_PANTRY
KODAK HEAFY DUTY C,KODAK
PASTENE PEPPR,PLU_VEGETABLE
ICEE,ICEE
INFINITY TOY BOX,SMARTYKAT
MG LEMN.ICE TEA,TURKEY_HILL
MATAOOR-FLA,FLORIDAS_NATURAL
SCTCH STUDENT SCISSORS,3M
DD ORGNL COFF,NESTLE
$POLLYO CHS,KRAFT
BROCCOLI 1.43,SMART_ONES
COCA-COLA REACH FOR REFRESHMENT 1000 PIECE JIGSAW PUZZLE,COCACOLA
TYL SIN CNG SEV CAP,TYLENOL
HABISCO HM GRHM SMR,KRAFT
CHGREE IS MTN SENS FRSH,ARM_N_HAMMER
KRAFT COLBY 4.98,KRAFT
STRBCK DSC ICE COFPC,STARBUCKS
KFT GAM SHO MILD CHEDD,KRAFT
SC GOLDFISH BAG,PEPPERIDGE_FARM
BAREFOOT SW,BAREFOOT
DGRNO H/H PEP/CHS MVP,DIGIORNO
NO BRAND LISTED BODY WASH 7.94FLOZ,MZB_ACCESSORIES
MUFFINS,PLU_BAKERY
KGL DINNER FRANSK,PLU_MEAT
GRAPE TOMATOES O,PLU_GRAPE_TOMATOES_VEGETABLE
DAISY DISP,GILLETTE
PF CHDR GLDFSH 100,PEPPERIDGE_FARM
CHECK OUT HUNGR $3,HELLMANNS
PACE MED THK/CHNK SALSA,PACE
DEGREE MEN COOL IM,DOVE
BONELESS RIB,PLU_MEAT
RUSSET PAOTOES,PLU_VEGETABLE
PROD. VEGETABLES_DILL,PLU_VEGETABLE
GRT PLAINS MEATBALLS,PLU_MEAT
PRDU CH RTST,PERDUE
LANCE VP CRAKERS,LANCE
PUFFS PLLS FAMILY,PUFFS
LIL 'DEB SWISS ROLLS,LITTLE_DEBBIE
MILK-BONE BISC LG 10LBS,MILKBONE
DOLE CRSH PNAPL/SYPC,DOLE
BREYERS,BREYERS
CS CSTL COOLR 10 PKPC,CAPRI_SUN
ORN 4CT BELL&CLA,PLU_VEGETABLE
BEST FOODS LITEMA,BEST_FOODS
COTTLE FARMS STRAWBERRIES 1.00 LB,PLU_FRUIT
GLACEAU ESS 1.00,GLACEAU
PRINGLES,PRINGLES
JIF GO CREAMY,JIF
M+B ANISE,BADIA
SNAPPLE PUNCH MANGO 33.810Z,SNAPPLE
WRIGHTS BACON EN,WRIGHT_BRAND_BACON
WOODSTOCK MUSTARD YELLOW,FRENCHS
PRSL CCABTTA,PLU_MEAT
BRKFST LNK/FAIT,JOHNSONVILLE
CANADA DRY GINGER ALE - 30/12 OZ. CANS,CANADA_DRY
HAM SUB SANDW,BOARS_HEAD
GW TRAY PACK BACON MVP,PLU_MEAT
PC ALIVE ADULT GUM,CREST
HEINEKEN LT,HEINEKEN
YOP WHP STRW YGT,YOPLAIT
MD STATE TIR,PLU_MEAT
CAN BRKFST LINKS,JIMMY_DEAN
GO GURT STRAWBER,YOPLAIT
MNMD JUIE PC,CAMPBELLS
DRAFT GRTED PARMESA,GUINNESS
FISHR WALNUT CHPO,DIAMOND_OF_CALIFORNIA
DAN OIKOS STWBRY PC,DANNON
KRAFT SHRED M,KRAFT
TOMCAT GLUE TRAP PC,ELMERS
OM P3 APPLWD SMKD,OSCAR_MAYER
PC SHOPRITE 2X ULT,DOLE
YIDA HAW JELLY,HAWAIIAN_PUNCH
TU BAGGED ROMAINR SANSE,PLU_VEGETABLE
OROMEAT MULTIGRAIN SAND,GENERAL_MILLS
MUSC PRARL OLI SMA,KISS_COSMETICS
HEB SNOW PEAS 6,PLU_VEGETABLE
RAGU ALFRDO CHS CRT,RAGU_CHEESE_CREATIONS
MARIO OLIVE MED PITI,LINDSAY
ROOM ESSENTIALS® FLOAT FRAME - BLACK 11X15,ROOM_ESSENTIALS
TTNS PZA RLLS PEP,TOTINOS
BAGGED SUARKRAUT,PLU_VEGETABLE
C DRY GNGR`,CANADA_DRY
CF TRUMOO LF MLK,DEANS
COUPON FRSH PRK $13.50 RW,PLU_MEAT
BANGEL OR ROLL,PLU_BAKERY
SIO SOYMILK,SILK
CUPCAKE IND DEC,PLU_BAKERY
DELI TAPIOCA PDDNG,JELLO
HERDEZ JALAPENDS,HERDEZ
TRANSFORMERS TRILOGY GIFT SET: TRANSFORMERS / TRANSFORMERS: REVE,HASBRO
SHWR CRTN LNR BGE 1,RIMMEL_LONDON
SNMD CRN&RSN 60Z,SUNMAID
UV DOKA B RASPBRY,PHILIPS_DISTILLING
CARROT MS,PLU_VEGETABLE
MESH BAG OF COAL,PLU_VEGETABLE
KA JAMMERS LEMONADPC,KOOLAID
ENTENMANNS POP E,ENTENMANNS
160Z VISCONTI PO,PLU_MEAT
XL HASS AVACADO 40 CT BOX 5 EA. 1/ 1.77,PLU_VEGETABLE
PK QUAX CARML CORN,QUAKER
GLADE SEASONAL EGGB LRG EGG,GLADE
DH DLX DUTCH CHOC CA,DUNCAN_HINES
SHAMROCK ROCKIN,GOT2B
HOT NUTS PEPPER LIME,RETAILER_HANNAFORD
COL CHO CHP COOKIEPC,KRAFT
PHILY CHS W/CHIV,KRAFT
MFR COUPON,CVS
PEPPERS MINN,PLU_VEGETABLE
LOR ADV REV EYE .5Z,LOREAL
BLUE BUNNY BIG NEAPOLITA,BLUE_BUNNY
POLAR FROST PINK GPC,WRIGLEYS
OM SHV MSQ TKU,OSCAR_MAYER
SOUR PATCH,SOUR_PATCH_KIDS
YPL GK BLK CHR,YOPLAIT
TOMATOS HYDROPONIC,HUNTS
DRISCOLL RASPBERRIS,DRISCOLLS
DEALLO ORNGC WHT FUSILLI,GOYA
CHLD ADVIL SUS MG 1Z,ADVIL
HAMBURGER/HELP CHZ,TOTINOS
"F 1NEXCARE NO HURT 2"" 1CT",3M
AN-TAI TAIWAN STYLE OL NOOD,PLU_MEAT
GM CRL PNUT BUTTER,GENERAL_MILLS
LIPTON PURE LEAF MFG CPN-,LIPTON
MENS T-SHIRT/ ASSTCOLOR&SZ 632,HANES
OLD OAK FRMS RUS,OAK_FARMS_DAIRY
JELO GALEATIN,JELLO
SCOTT TT WHITE 1P,SCOTT
PUFFS BASIC PECT 96CT,PUFFS
G.GIANT NIBLETS,GREEN_GIANT
FSHR LARD,FISHER
MT.O.K.DILL STR,MT_OLIVE
PHYFRM MJ CRT PWD9 NBEI,ARM_N_HAMMER
VL SWEET REL,PLU_VEGETABLE
KB MDLY CRACKER,KEEBLER
80 LEAN FRESH GROUND,PLU_MEAT
OM/CHI/BOLOGNA,OSCAR_MAYER
CHI CHI SUNFLOWER SEEDS 200G,CHACHA
MOND ENG MFN GPK,THOMAS
MAHATMA YELLOW R 5,MAHATMA
FOLGER INST CF,FOLGERS
ELASTIC KNEE ST,ST_IVES
RCUP SLPY TIME TEA,COUNTRY_TIME
UNIT PARRO BAY PROOF RUM,CAPTAIN_MORGAN
CIDER GAL BRAC,BEST_CHOICE
GOLD BONO LOTTON,GOLD_BOND
KLLG CRBLARS,KELLOGGS
PUFFS PLUS CUBE,PUFFS
HGN DZS CKY DGM,HAAGEN_DAZS
DELIMEX TAQUITS,DELIMEX
BAYER CONTIYR NEXT METER,BAYER
MMIX 14.2LB HRBALL,PURINA
PEPPER GUAJILLO,BADIA
LAND O LAKE MFR,LAND_O_LAKES
COCONUT CREAMER FR NP,NESTLE
KELLOGGS POPRATRS,KELLOGGS
WBONE DRSNG J2G RA,WISHBONE
COGL SNES PRVNT RPR TP 6Z,LOREAL
HALF STICK BTR,LAND_O_LAKES
BUDS BEST BUTTER FLA,BUDS_BEST_COOKIES
"HARD CANDY STAY IN LINE EYELINER, BABY BROWN SPARKLE",SPARKLE
BURTS BABY NRSH LT 62,AVEENO
MAYB EYE,MAYBELLINE
DEW FEMALE ADAPTER HXFPT,MOUNTAIN_DEW
S BTFLY CAKES,LITTLE_DEBBIE
CF FNLY SHRD MOZZARLL,KRAFT
GE YNG SWEET PEAS,PLU_VEGETABLE
ORRNGTN FRMS BF,PLU_MEAT
ORAL-B PULSAR 4D,ORALB
PLANTAINS EA,PLU_FRUIT
CHEF MICRO RAV,CHEF_BOYARDEE
ONIONS GREED,PLU_VEGETABLE
SFY SEL SALITED CRM,PLU_MEAT
HAW PNCH GRN BRY PC,HAWAIIAN_PUNCH
SFTSP-LIRSHSPRNG,SOFTSOAP
1 PALMERS MN CBF LTN 8.5Z,PALMERS
SDHC CARD MICRO 8GB,SANDISK
CHICHARAN CARN,NESTLE
PDGRE C HUNKY CHI,PLU_MEAT
LIGHTED PALM TREE TWIN SET,LEGO
SNYD BACON & CHO,SNYDERS_OF_HANOVER
HUNT MAMICH BOLD,HUNTS
K POPTART,KELLOGGS
SALTY SNCKSX SAVIN,NATURE_VALLEY
GEMCO FD PREP BTLPC,PURINA
SFY PICKLES KDSHER,PLU_VEGETABLE
DECOR CAKE 40OZ,CAKE_MATE
DAWN SHEA BTTR DET,DAWN
KEL PT WLD FSTR5Q,KELLOGGS
WD SMK HNY TUKERY,PLU_MEAT
HY-VEE SHREDDED HASH,PLU_MEAT
COLG OPTIC WHITE& MFG CPN,COLGATE
MARLBORO GOLD BK KS,MARLBORO
DEANS 2% GAL CPN,DEANS
MISC SBDWCH SHP,PLU_MEAT
1 MTN EW 12PK 12Z CN,MOUNTAIN_DEW
3.0 LB EAST GALA,PLU_FRUIT
ENT MUFFINS V,ENTENMANNS
RUTTERS STHRN BREW S,SOUTHERN_COMFORT
"F,LORAL DEP[T",DEP
HEB CAGEFRIE BRWN,PLU_MEAT
MINI-PEARL TOMATOES. .,PLU_VEGETABLE
.21 LB JUMBO YLW ONIONS,PLU_VEGETABLE
CRYSTAL GYSR ALPINE SFRIN,CRYSTAL_GEYSER
JOT CRND TKY,PLU_MEAT
LEEUCE LEAFS FV,GALLO_FAMILY_VINEYARDS
QUINOA GOUR,HAIR_OF_THE_FERRET
YANKEECANDLE,YANKEE_CANDLE
PORK CHOPBNLS BUTTERFLY,PLU_MEAT
LYSOL HNDSP CRMY CAN,LYSOL
OM NACHOS GRANDE LPM,OSCAR_MAYER
BF RND ROUND CUBS,PLU_MEAT
DAN GK F PC,DANNON
1 GATORADE COOL BLUE,GATORADE
VEGGIE TALES: MOE AND THE,SMART_ONES
SHAVED O/R TURK,OSCAR_MAYER
CMBL CKY NE CLAM,CAMPBELLS
2.33 YAMS,BRUCES
BH TAVERN AHM,BOARS_HEAD
SHED POTATO,SHEDDS_COUNTRY_CROCK
PF CHEEDAR,PEPPERIDGE_FARM
CHEEZ IT ORIGINAL 30Z BAG,CHEEZIT
ANGEL SOFT 4 REG RL,ANGEL_SOFT
SCOTT XSF BT 2OM,SCOTT
LAYS STRX,LAYS
DAWB ULT DRG,DAWN
AVEENO SHAVE GEL S,AVEENO
A H BAKING SODA2.2.,ARM_N_HAMMER
SWEET/SOUR NON-AL,RETAILER_THE_FRESH_MARKET
LKK MA PC TOFU SAUCE,PLU_MEAT
CAMP CRM OF MUSH W RSTD G,CAMPBELLS
KRFT MAC/CHS 4CHSE,KRAFT
LEAN PKT MTBL /MOZZ,LEAN_POCKETS
DM/FRT N PEACH CK/NS,DEL_MONTE
NWSTL PUR LFE 2,NESTLE
SLIP JOINT NUT,NATURE_VALLEY
SPRITE ZERO 23,SPRITE
SD ST RIBS,PLU_MEAT
SR EAST POTATO 5LG,PLU_VEGETABLE
AT OWN BRD WHL WT,NATURES_OWN
DOLE 4 PK PEACH PC,DOLE
FIELD WHOLE KY LEGEND HAM,PLU_MEAT
FRISKIES TURKEY & GIBLETS DINNER CLASSIC WET CAT FOOD - 5.5 OZ,PURINA
VM AIRHEAD WTRMLN,AIRHEADS
FL WH CASHEW,PLU_NUT
TROPICANA JUICE ORANGE NO,TROPICANA
CHEEEZ IT COLBY,CHEEZIT
MARUCHAN CHICKEN INS,PLU_MEAT
KEL MINI W W,KELLOGGS
FL RUFFLES CHEDDAR,RUFFLES
BOUNTY DURATOWEL,BOUNTY
CHEW TOY - DENTAL DUO - COUNTRY BACON FLAVORED,PURINA
BACARCI GOLD RUM,BACARDI
TRKY CAJUM,BOARS_HEAD
CHIPS AHOY CHEWY MCP,KRAFT
BF TENDERLOIN STEA,PLU_MEAT
FV STACKING SLIM BASKETS,WRIGLEYS
OMAYER SHAVED HAM,OSCAR_MAYER
POPS POP UP SPONGE,POPSICLE
LOW FAT MILKL QUART,FARMLAND
DAWN HAND CARE PDM,DAWN
APT 5 CLIPPOCKETS DL72,DOLE
1 SIMLSN ALG EYE RLF 33Z,AVEENO
S MAID RAISIN CANS,SUNMAID
O.S. BW HE GAME DA,OLD_SPICE
RED CMR POTS 3LB,COVERGIRL
SUNBEAM RANCH BREA,SUNBEAM
MAXX HONEY,KRAFT
ARIZ WTRMELON TER,ARIZONA
CHRK CARDIGA,CHEROKEE
GATOR LEMON PC,GATORADE
MAY EYE SHDW N LIN MANUF COUPON SPN,ALMAY
YPLT LT T&C FRNCH VA,YOPLAIT
HOLMES SAUSA,PLU_MEAT
BIG X SODA,BIG_RED_SODA
ORO RAINSIN MUFFINS,OROWEAT
DH DELUXE BR/GOLDEN,DUNCAN_HINES
ZVR HUNGRYJACK BISC,PILLSBURY
DAN YOG GRK L&F CH,DANNON
GIRLS SOCKS,FRUIT_OF_THE_LOOM
LIBBY PUMPKIN FIL,LIBBYS
BAS HD OVEN GOLO,PLU_MEAT
SMARTIES,SMARTIES
KRAFT MAYO,KRAFT
FRSK MEOWLUAU 6Z PC,PURINA
PILLS QCK BRD CRAN,PILLSBURY
MARSH GAL 2PCT,KEMPS
MAUI STYLE REGULARPC,TIMS_CASCADE_SNACKS
ROTH GRAND CRU GRU,NESTLE
MOTT'S HH APPPLE SCE SMR S,MOTTS
COLGATE WINTERMINT,COLGATE
GLC SMART WATER 1L,GLACEAU
REVLN CLSSC CRNL15 TROS,REVLON
NEWMANS POPYSEED,NEWMANS_OWN
BABYBEL CHS,THE_LAUGHING_COW
LN CSN GLZ CHI,STOUFFERS
MISSION YLLW CORN TORTILLA 2,CALIDAD
OREO MARSHMALLOW CPC,KRAFT
HRSHY SPRD CHO ALMPC,HERSHEYS
XHIL SLEEP S,XHILARATION
DELISH VEGGIE WRAP,PLU_MEAT
NOW N LATER BLUE,NOW_AND_LATER
LANO Q LAKES BUTTE,LAND_O_LAKES
TWZZLRS CHRY,HERSHEYS
HEARTY PULLED STYLE BEEF DINNER,PLU_MEAT
NIVEA LIPKS FLV,NIVEA
LIBBY COB CORN STEAM,LIBBYS
MUCINEX NSL SPRY,MUCINEX
GARORADE FRT PUN,GATORADE
SANRIO HELLO KITTY 2PC BIKINI SWIM SUIT BATHING SUIT,HELLO_KITTY
NM COQ10 400MG LSG 40CT,NATURE_MADE
SUPERMAN FIGURE EA,LEGO
BABY BABY CHOY MUE,PLU_VEGETABLE
M/L LIDO MARGARITA,JOSE_CUERVO
KYLITO'S SALSA OEIGI,KYLITOS_SALSA_COMPANY
M&MMS MINT DARK CHOCOLATE,MNMS
CREST COMPLETE MULTI-BENEFIT WHITENING+ MINTY FRESH,CREST
BCH OTG APL PCH STRW,BEECHNUT
GE HOLIDAYS GHY BRS,PLU_MEAT
CHRISTMAS WREATH ASTRD 22IN,NATURE_VALLEY
MCARTHUR WHOLE PT,MC_ARTHUR_DAIRY
SUNGKIST ORANGE TEN,SUNKIST
IDAHO BT/HRB 40Z,PLU_VEGETABLE
DM FRUIT CHOCKTAIL,DEL_MONTE
CRO POCKET THN 8GR,PLU_MEAT
HEBREW NAT KNOCKS,PLU_MEAT
RESLVE CARPET CLEANE,RED_CARPET
SC TOUCH UP RAZOR SET,GILLETTE
PHARMACY DEP,DEP
CHNSNVL BRAT,JOHNSONVILLE
SB CTNLS WPS UN,HUGGIES
24 SFT SCRUB W/B,SOFT_SCRUB
ART ALTERNATI CANVAS PANEL PACK OF12,NATURE_VALLEY
KITCHEN TOWEL,BRAWNY
CAPE COD POAOT CH,CAPE_COD
FRONTLINE PLUS FLEA AND TICK CONTROL FOR 23-44 LB DOGS - 3 DOSES,SMART_ONES
OC GOODNITES BED MAT,GOODNITES
0 ORGNC BBY ARUG,EARTHBOUND_FARM
MAYBL GRTLSH BG VBLK,MAYBELLINE
TOTINO CLASS,TOTINOS
PBX DIR CHICK BUFF,BOARS_HEAD
WISHBONE BLUE CHS,WISHBONE
PRNA BEGGIN LIILTE,PURINA
HERBS ROSEMARY BUNCH,PLU_VEGETABLE
ZEPHYRHILLS,ZEPHYRHILLS
NUTRA CHUNKS:270G,PLU_FRUIT
CM MAD MOROCCAN BBQ SAUCES,KRAFT
GRB 2ND VAN CSTRD DS,GERBER
HUGGIES ST5 BIGPK,HUGGIES
K/CHUAN FRUIT TEA PASSION GR,ALBERTO
SD ADLT MET GMMY,PLU_MEAT
FEED COUNTRY FEED ALL STOCK,PLU_MEAT
MUELL/LINGUINE POT S,MUELLERS
NBC CHPS ANCY,KRAFT
FETZER QURATS,FETZER
FC HARDWOOD UNSLICED BRSK F,PLU_MEAT
MM ORANGEADE 59 OZ,MINUTE_MAID
LIPTIUM SIDES,KNORR
1 CLUB KELLOGGS EGGO,KELLOGGS
STRBCKS MUG HLDY,STARBUCKS
CARROTS LOSSE,PLU_VEGETABLE
HBO GREEK HONEY COCONUT,POST
SCTCH SPR GLUE LQD EACH,3M
MIS. OTHER TAXABLE,GENERAL_MILLS
FRESH EXPRESS LETT,FRESH_EXPRESS
1 LOOM BNDS RNBW SLD 300C,FRESH_SELECTIONS
HORMEL CMPLT BCN RIG,HORMEL
JEB FUJI APPLES,PLU_APPLE_FRUIT
FL COLBY BJACK CHES,KRAFT
"MR. COFFEE TF5 4-CUP SWITCH COFFEEMAKER, BLACK",STARBUCKS
AJAX DISH ORNG,AJAX
RENU LIMON SORBET,HAAGEN_DAZS
BRAT LINKS,JOHNSONVILLE
AL SAVE YC PEACH,ALWAYS_SAVE
HUNTS DICED TOMATOES IN SAUCE,HUNTS
GREEN MUSTART-CAI BE XANH,PLU_VEGETABLE
POP LF FUDGSICLE,POPSICLE
CFMT CREAMER POWD,NESTLE
REESES PCS EGGS 1.5,HERSHEYS
TAC BIG PACK,TIC_TAC
RED BULL ENGERGY DR,RED_BULL
ALPH WHP TOP,REDDIWIP
ED HD SPOONS 48C,BOARS_HEAD
VAL FAM PK CHICH,PLU_MEAT
WD JUST 2 GOOD ITLPC,GATORADE
BIG SEXY HAIR AEROSOL 10.6OZ,SEXY_HAIR_CONCEPTS
HRML PEPPRONI MINIRC,HORMEL
DAN OIKS GRK NF,DANNON
THNS CORN ENG MUFF,THOMAS
ORGANIX COND,ORGANIX
MARL LT MLT BOX,MARLBORO
FRNDLY MDY MSTRK,FRIENDLYS
HOMN LG AA EGG,EGGLANDS_BEST
W&WLD MGA LGTH,WET_N_WILD
NEUT NAT MVIT NTCM 1.72,WET_N_WILD
DOLE SMITH SACKER,PLU_FRUIT
REV CRM BLSH,REVLON
MC GRD BLK PEPPER,MCCORMICK
PRNCES ORG CRMLS,L_FRANCES
PROG RH TR MW CH 19Z,PLU_MEAT
JAMOS DE PIERNA CRIOLLO,GOYA
WILLS COUNTRY GR,GENERAL_MILLS
JONES DNR SAUSAGE,PLU_MEAT
RELVN TOPSPD,REVLON
B BEE TNA C RACKERS,BUMBLE_BEE
ENFAMIL A.R RTU,ENFAMIL
COLGATE TOTAL ANTICAVITY FLUORIDE AND ANTIGINGIVITIS TOOTHPASTE,COLGATE
US BLUE 100 BOX,BABIES_R_US
MILK DUD'S THEATRE BOX 5 OZ,HERSHEYS
GATOR FRT PNCH PC,GATORADE
OI RIG STK FRIES,OREIDA
SM LS RASP JAM 15Z,WET_N_WILD
TWIX CRML KING SIZ,MILKY_WAY
1CT GL PISO BASE W,GLADE
50 PERCENT OFF,PLU_MEAT
OM DS MESQ CHK BRS MVP,OSCAR_MAYER
BERTOLLI LT ALFREDO,BERTOLLI
